intervention_id,student_id,intervention_type,semester,triggered_by,completed,outcome_next_semester
INT0025359,STU031204,Peer Mentoring,Fall 2019,GPA drop,False,Withdrew
INT0025360,STU031208,Advising,Fall 2021,withdrawal risk,True,Withdrew
INT0025361,STU031208,AI Guide,Fall 2020,aid gap,True,Enrolled
INT0025362,STU031208,AI Guide,Spring 2021,aid gap,True,Withdrew
INT0025363,STU031209,Advising,Spring 2021,gateway course failure,True,Withdrew
INT0025364,STU031209,Peer Mentoring,Fall 2021,gateway course failure,False,Withdrew
INT0025365,STU031212,Financial Aid Counseling,Fall 2021,gateway course failure,True,Withdrew
INT0025366,STU031212,AI Guide,Spring 2021,withdrawal risk,True,Withdrew
INT0025367,STU031222,Advising,Spring 2024,gateway course failure,True,Graduated
INT0025368,STU031222,Advising,Fall 2021,withdrawal risk,False,Enrolled
INT0025369,STU031222,Tutoring,Fall 2023,withdrawal risk,True,Enrolled
INT0025370,STU031226,Advising,Spring 2020,GPA drop,True,Enrolled
INT0025371,STU031226,AI Guide,Spring 2021,aid gap,False,Graduated
INT0025372,STU031227,Peer Mentoring,Spring 2019,gateway course failure,True,Graduated
INT0025373,STU031229,Tutoring,Fall 2019,aid gap,True,Enrolled
INT0025374,STU031230,Peer Mentoring,Fall 2019,gateway course failure,True,Withdrew
INT0025375,STU031230,Advising,Spring 2018,withdrawal risk,True,Enrolled
INT0025376,STU031230,Advising,Spring 2018,gateway course failure,True,Enrolled
INT0025377,STU031231,Tutoring,Spring 2021,withdrawal risk,True,Enrolled
INT0025378,STU031231,Peer Mentoring,Fall 2021,GPA drop,True,Enrolled
INT0025379,STU031233,Advising,Spring 2019,GPA drop,False,Withdrew
INT0025380,STU031233,Tutoring,Fall 2019,gateway course failure,True,Withdrew
INT0025381,STU031235,Financial Aid Counseling,Spring 2023,gateway course failure,True,Graduated
INT0025382,STU031235,Peer Mentoring,Spring 2021,withdrawal risk,True,Enrolled
INT0025383,STU031235,Advising,Fall 2023,gateway course failure,True,Enrolled
INT0025384,STU031236,Peer Mentoring,Spring 2018,GPA drop,True,Withdrew
INT0025385,STU031236,Tutoring,Fall 2019,withdrawal risk,True,Withdrew
INT0025386,STU031243,Tutoring,Spring 2022,GPA drop,True,Withdrew
INT0025387,STU031243,AI Guide,Spring 2022,gateway course failure,False,Withdrew
INT0025388,STU031243,Peer Mentoring,Fall 2023,aid gap,True,Withdrew
INT0025389,STU031245,Tutoring,Fall 2021,GPA drop,False,Withdrew
INT0025390,STU031245,Advising,Fall 2020,aid gap,True,Enrolled
INT0025391,STU031246,Advising,Spring 2018,withdrawal risk,False,Enrolled
INT0025392,STU031247,Financial Aid Counseling,Fall 2022,withdrawal risk,True,Withdrew
INT0025393,STU031247,Tutoring,Fall 2022,aid gap,True,Withdrew
INT0025394,STU031248,Tutoring,Fall 2021,aid gap,True,Withdrew
INT0025395,STU031250,Financial Aid Counseling,Spring 2021,withdrawal risk,True,Enrolled
INT0025396,STU031251,Financial Aid Counseling,Spring 2020,withdrawal risk,True,Graduated
INT0025397,STU031252,Advising,Fall 2018,withdrawal risk,True,Withdrew
INT0025398,STU031252,AI Guide,Fall 2018,withdrawal risk,False,Withdrew
INT0025399,STU031252,Peer Mentoring,Spring 2018,GPA drop,True,Withdrew
INT0025400,STU031257,Tutoring,Fall 2021,withdrawal risk,True,Enrolled
INT0025401,STU031257,Financial Aid Counseling,Fall 2026,aid gap,True,Withdrew
INT0025402,STU031257,Peer Mentoring,Fall 2027,aid gap,True,Graduated
INT0025403,STU031260,Tutoring,Spring 2019,withdrawal risk,True,Withdrew
INT0025404,STU031264,AI Guide,Spring 2018,aid gap,False,Enrolled
INT0025405,STU031264,Peer Mentoring,Spring 2018,GPA drop,True,Enrolled
INT0025406,STU031266,AI Guide,Fall 2019,aid gap,True,Withdrew
INT0025407,STU031266,Peer Mentoring,Spring 2019,withdrawal risk,True,Withdrew
INT0025408,STU031266,Peer Mentoring,Spring 2019,withdrawal risk,True,Withdrew
INT0025409,STU031268,AI Guide,Fall 2023,aid gap,False,Withdrew
INT0025410,STU031268,Tutoring,Fall 2023,withdrawal risk,False,Withdrew
INT0025411,STU031274,Tutoring,Spring 2019,aid gap,True,Graduated
INT0025412,STU031274,Advising,Spring 2019,withdrawal risk,True,Graduated
INT0025413,STU031275,Tutoring,Spring 2019,withdrawal risk,False,Withdrew
INT0025414,STU031275,AI Guide,Fall 2019,gateway course failure,True,Withdrew
INT0025415,STU031275,Financial Aid Counseling,Spring 2019,withdrawal risk,True,Withdrew
INT0025416,STU031277,Advising,Fall 2021,gateway course failure,True,Withdrew
INT0025417,STU031281,Tutoring,Fall 2021,withdrawal risk,True,Withdrew
INT0025418,STU031286,Tutoring,Fall 2020,withdrawal risk,True,Enrolled
INT0025419,STU031287,Peer Mentoring,Fall 2022,withdrawal risk,False,Withdrew
INT0025420,STU031287,Financial Aid Counseling,Spring 2022,gateway course failure,True,Withdrew
INT0025421,STU031287,Financial Aid Counseling,Spring 2022,withdrawal risk,True,Withdrew
INT0025422,STU031288,Peer Mentoring,Fall 2023,aid gap,True,Enrolled
INT0025423,STU031288,Peer Mentoring,Spring 2027,aid gap,True,Withdrew
INT0025424,STU031289,Financial Aid Counseling,Fall 2021,withdrawal risk,True,Withdrew
INT0025425,STU031289,Tutoring,Fall 2021,GPA drop,True,Withdrew
INT0025426,STU031290,Financial Aid Counseling,Spring 2021,gateway course failure,True,Graduated
INT0025427,STU031291,Financial Aid Counseling,Fall 2019,aid gap,False,Withdrew
INT0025428,STU031293,Peer Mentoring,Fall 2022,aid gap,True,Withdrew
INT0025429,STU031295,Tutoring,Fall 2022,gateway course failure,False,Withdrew
INT0025430,STU031295,Peer Mentoring,Fall 2022,aid gap,True,Withdrew
INT0025431,STU031295,Financial Aid Counseling,Fall 2022,withdrawal risk,True,Withdrew
INT0025432,STU031297,Tutoring,Fall 2022,gateway course failure,True,Withdrew
INT0025433,STU031301,Advising,Spring 2024,aid gap,True,Graduated
INT0025434,STU031308,Tutoring,Spring 2022,gateway course failure,False,Graduated
INT0025435,STU031308,Tutoring,Spring 2022,gateway course failure,True,Graduated
INT0025436,STU031311,Financial Aid Counseling,Spring 2021,gateway course failure,True,Enrolled
INT0025437,STU031311,Financial Aid Counseling,Fall 2022,aid gap,False,Enrolled
INT0025438,STU031312,AI Guide,Spring 2018,GPA drop,True,Withdrew
INT0025439,STU031312,Peer Mentoring,Fall 2018,aid gap,True,Withdrew
INT0025440,STU031312,Tutoring,Fall 2018,GPA drop,True,Withdrew
INT0025441,STU031313,Tutoring,Spring 2018,withdrawal risk,True,Enrolled
INT0025442,STU031313,Advising,Fall 2018,aid gap,True,Enrolled
INT0025443,STU031315,Financial Aid Counseling,Fall 2022,withdrawal risk,True,Enrolled
INT0025444,STU031315,Advising,Spring 2022,gateway course failure,True,Withdrew
INT0025445,STU031316,Tutoring,Fall 2022,gateway course failure,True,Enrolled
INT0025446,STU031316,Tutoring,Spring 2023,withdrawal risk,False,Graduated
INT0025447,STU031317,Tutoring,Spring 2023,aid gap,True,Graduated
INT0025448,STU031317,Peer Mentoring,Fall 2023,withdrawal risk,True,Enrolled
INT0025449,STU031317,AI Guide,Fall 2022,GPA drop,True,Enrolled
INT0025450,STU031326,Financial Aid Counseling,Fall 2018,gateway course failure,True,Enrolled
INT0025451,STU031330,Peer Mentoring,Spring 2021,gateway course failure,False,Graduated
INT0025452,STU031330,Advising,Fall 2021,withdrawal risk,True,Enrolled
INT0025453,STU031330,Tutoring,Fall 2020,gateway course failure,True,Enrolled
INT0025454,STU031334,Advising,Fall 2021,aid gap,True,Enrolled
INT0025455,STU031334,Advising,Spring 2021,aid gap,True,Enrolled
INT0025456,STU031336,Advising,Spring 2020,withdrawal risk,True,Graduated
INT0025457,STU031336,Peer Mentoring,Fall 2020,gateway course failure,True,Withdrew
INT0025458,STU031336,Tutoring,Fall 2020,GPA drop,True,Withdrew
INT0025459,STU031337,Tutoring,Fall 2018,withdrawal risk,False,Withdrew
INT0025460,STU031337,Peer Mentoring,Fall 2018,aid gap,True,Withdrew
INT0025461,STU031337,Financial Aid Counseling,Fall 2018,withdrawal risk,True,Withdrew
INT0025462,STU031338,Peer Mentoring,Fall 2018,GPA drop,True,Enrolled
INT0025463,STU031338,AI Guide,Spring 2018,aid gap,True,Withdrew
INT0025464,STU031338,Advising,Spring 2019,gateway course failure,True,Graduated
INT0025465,STU031341,AI Guide,Spring 2018,GPA drop,True,Enrolled
INT0025466,STU031341,Financial Aid Counseling,Fall 2019,GPA drop,True,Enrolled
INT0025467,STU031341,Financial Aid Counseling,Fall 2018,gateway course failure,False,Enrolled
INT0025468,STU031347,Peer Mentoring,Spring 2021,withdrawal risk,True,Graduated
INT0025469,STU031347,Advising,Fall 2021,withdrawal risk,True,Enrolled
INT0025470,STU031347,AI Guide,Fall 2019,GPA drop,True,Withdrew
INT0025471,STU031352,Financial Aid Counseling,Fall 2020,gateway course failure,True,Withdrew
INT0025472,STU031354,AI Guide,Fall 2021,gateway course failure,False,Enrolled
INT0025473,STU031354,Tutoring,Fall 2021,GPA drop,False,Enrolled
INT0025474,STU031354,Tutoring,Spring 2021,GPA drop,True,Withdrew
INT0025475,STU031357,Advising,Fall 2022,aid gap,False,Withdrew
INT0025476,STU031357,Financial Aid Counseling,Fall 2020,withdrawal risk,False,Enrolled
INT0025477,STU031358,Advising,Spring 2021,gateway course failure,True,Enrolled
INT0025478,STU031358,Tutoring,Spring 2022,withdrawal risk,True,Enrolled
INT0025479,STU031360,AI Guide,Spring 2019,aid gap,False,Graduated
INT0025480,STU031360,Financial Aid Counseling,Fall 2019,withdrawal risk,True,Enrolled
INT0025481,STU031361,Peer Mentoring,Fall 2018,withdrawal risk,True,Withdrew
INT0025482,STU031361,Advising,Fall 2018,gateway course failure,True,Withdrew
INT0025483,STU031361,AI Guide,Fall 2018,gateway course failure,True,Withdrew
INT0025484,STU031363,Financial Aid Counseling,Spring 2021,aid gap,True,Withdrew
INT0025485,STU031363,Financial Aid Counseling,Spring 2021,aid gap,True,Withdrew
INT0025486,STU031363,Financial Aid Counseling,Spring 2020,gateway course failure,True,Enrolled
INT0025487,STU031365,AI Guide,Fall 2021,withdrawal risk,True,Enrolled
INT0025488,STU031365,Peer Mentoring,Spring 2022,gateway course failure,True,Graduated
INT0025489,STU031377,Financial Aid Counseling,Fall 2020,withdrawal risk,True,Withdrew
INT0025490,STU031377,AI Guide,Fall 2020,withdrawal risk,True,Withdrew
INT0025491,STU031380,Financial Aid Counseling,Spring 2022,aid gap,True,Graduated
INT0025492,STU031380,AI Guide,Spring 2021,gateway course failure,True,Enrolled
INT0025493,STU031380,Financial Aid Counseling,Spring 2022,GPA drop,True,Graduated
INT0025494,STU031383,Tutoring,Fall 2018,GPA drop,True,Withdrew
INT0025495,STU031383,AI Guide,Spring 2018,gateway course failure,True,Withdrew
INT0025496,STU031383,AI Guide,Spring 2018,withdrawal risk,True,Withdrew
INT0025497,STU031385,Financial Aid Counseling,Fall 2022,GPA drop,True,Withdrew
INT0025498,STU031385,AI Guide,Spring 2022,gateway course failure,True,Withdrew
INT0025499,STU031385,Peer Mentoring,Spring 2021,GPA drop,True,Enrolled
INT0025500,STU031388,Tutoring,Fall 2025,gateway course failure,True,Enrolled
INT0025501,STU031392,Advising,Fall 2021,aid gap,True,Enrolled
INT0025502,STU031392,Financial Aid Counseling,Spring 2021,withdrawal risk,True,Graduated
INT0025503,STU031392,Tutoring,Fall 2021,aid gap,True,Enrolled
INT0025504,STU031393,Tutoring,Fall 2020,aid gap,True,Enrolled
INT0025505,STU031393,Financial Aid Counseling,Spring 2019,aid gap,True,Enrolled
INT0025506,STU031394,Advising,Fall 2021,gateway course failure,True,Enrolled
INT0025507,STU031394,Peer Mentoring,Fall 2023,aid gap,True,Withdrew
INT0025508,STU031394,Peer Mentoring,Spring 2022,aid gap,True,Withdrew
INT0025509,STU031396,Peer Mentoring,Fall 2022,withdrawal risk,True,Enrolled
INT0025510,STU031396,AI Guide,Fall 2022,aid gap,True,Enrolled
INT0025511,STU031402,Financial Aid Counseling,Fall 2021,gateway course failure,True,Withdrew
INT0025512,STU031402,Advising,Fall 2021,gateway course failure,True,Withdrew
INT0025513,STU031402,Peer Mentoring,Fall 2021,gateway course failure,True,Withdrew
INT0025514,STU031403,Peer Mentoring,Fall 2021,gateway course failure,False,Withdrew
INT0025515,STU031403,Financial Aid Counseling,Fall 2021,gateway course failure,True,Withdrew
INT0025516,STU031403,AI Guide,Fall 2021,withdrawal risk,False,Withdrew
INT0025517,STU031406,AI Guide,Fall 2021,aid gap,False,Withdrew
INT0025518,STU031406,Peer Mentoring,Fall 2020,GPA drop,False,Enrolled
INT0025519,STU031406,Advising,Fall 2020,GPA drop,True,Enrolled
INT0025520,STU031408,Peer Mentoring,Fall 2022,aid gap,True,Enrolled
INT0025521,STU031408,Tutoring,Fall 2022,aid gap,False,Enrolled
INT0025522,STU031408,Financial Aid Counseling,Fall 2022,withdrawal risk,True,Enrolled
INT0025523,STU031410,Peer Mentoring,Fall 2019,gateway course failure,True,Withdrew
INT0025524,STU031411,Tutoring,Spring 2022,withdrawal risk,True,Withdrew
INT0025525,STU031411,Financial Aid Counseling,Spring 2022,GPA drop,False,Withdrew
INT0025526,STU031412,AI Guide,Spring 2023,GPA drop,True,Enrolled
INT0025527,STU031412,Peer Mentoring,Fall 2023,gateway course failure,True,Enrolled
INT0025528,STU031412,Financial Aid Counseling,Fall 2024,withdrawal risk,True,Enrolled
INT0025529,STU031414,AI Guide,Fall 2022,aid gap,True,Withdrew
INT0025530,STU031414,Peer Mentoring,Spring 2022,withdrawal risk,True,Withdrew
INT0025531,STU031414,AI Guide,Spring 2022,withdrawal risk,False,Withdrew
INT0025532,STU031416,Peer Mentoring,Spring 2018,gateway course failure,True,Withdrew
INT0025533,STU031416,Financial Aid Counseling,Fall 2018,gateway course failure,True,Withdrew
INT0025534,STU031416,Tutoring,Spring 2018,aid gap,True,Withdrew
INT0025535,STU031417,Advising,Spring 2018,aid gap,True,Enrolled
INT0025536,STU031418,Advising,Fall 2019,withdrawal risk,True,Enrolled
INT0025537,STU031418,Peer Mentoring,Fall 2019,aid gap,True,Enrolled
INT0025538,STU031418,Peer Mentoring,Fall 2019,GPA drop,True,Enrolled
INT0025539,STU031420,Financial Aid Counseling,Fall 2022,withdrawal risk,True,Enrolled
INT0025540,STU031420,AI Guide,Spring 2024,withdrawal risk,True,Withdrew
INT0025541,STU031425,AI Guide,Spring 2018,withdrawal risk,True,Enrolled
INT0025542,STU031426,AI Guide,Fall 2023,GPA drop,True,Enrolled
INT0025543,STU031428,Tutoring,Fall 2022,GPA drop,True,Enrolled
INT0025544,STU031430,Advising,Spring 2019,withdrawal risk,True,Withdrew
INT0025545,STU031430,Peer Mentoring,Fall 2019,GPA drop,True,Enrolled
INT0025546,STU031431,Advising,Spring 2019,GPA drop,True,Enrolled
INT0025547,STU031431,Financial Aid Counseling,Spring 2020,aid gap,True,Enrolled
INT0025548,STU031431,AI Guide,Fall 2021,GPA drop,False,Enrolled
INT0025549,STU031432,Peer Mentoring,Fall 2023,aid gap,True,Withdrew
INT0025550,STU031432,Financial Aid Counseling,Fall 2023,GPA drop,True,Withdrew
INT0025551,STU031436,Peer Mentoring,Fall 2021,GPA drop,True,Withdrew
INT0025552,STU031437,Financial Aid Counseling,Fall 2018,aid gap,True,Withdrew
INT0025553,STU031437,Advising,Fall 2018,aid gap,True,Withdrew
INT0025554,STU031439,Advising,Fall 2021,gateway course failure,True,Withdrew
INT0025555,STU031439,Tutoring,Fall 2021,GPA drop,False,Withdrew
INT0025556,STU031439,Advising,Fall 2021,withdrawal risk,True,Withdrew
INT0025557,STU031441,Peer Mentoring,Spring 2020,withdrawal risk,True,Enrolled
INT0025558,STU031447,AI Guide,Fall 2022,GPA drop,True,Withdrew
INT0025559,STU031448,Financial Aid Counseling,Fall 2023,aid gap,False,Enrolled
INT0025560,STU031449,AI Guide,Fall 2023,GPA drop,True,Enrolled
INT0025561,STU031451,Peer Mentoring,Fall 2023,gateway course failure,True,Enrolled
INT0025562,STU031451,Peer Mentoring,Fall 2022,GPA drop,False,Enrolled
INT0025563,STU031453,AI Guide,Spring 2019,aid gap,True,Withdrew
INT0025564,STU031453,Financial Aid Counseling,Spring 2019,GPA drop,True,Withdrew
INT0025565,STU031457,Advising,Fall 2018,gateway course failure,True,Enrolled
INT0025566,STU031457,Tutoring,Fall 2020,GPA drop,True,Enrolled
INT0025567,STU031457,Peer Mentoring,Spring 2020,withdrawal risk,True,Enrolled
INT0025568,STU031458,Peer Mentoring,Fall 2021,GPA drop,True,Enrolled
INT0025569,STU031458,Tutoring,Spring 2021,aid gap,True,Graduated
INT0025570,STU031458,AI Guide,Spring 2021,aid gap,True,Graduated
INT0025571,STU031460,Financial Aid Counseling,Spring 2021,gateway course failure,True,Withdrew
INT0025572,STU031460,AI Guide,Fall 2021,withdrawal risk,False,Withdrew
INT0025573,STU031460,Advising,Fall 2021,withdrawal risk,True,Withdrew
INT0025574,STU031461,Financial Aid Counseling,Fall 2018,GPA drop,True,Withdrew
INT0025575,STU031461,AI Guide,Fall 2018,gateway course failure,False,Withdrew
INT0025576,STU031464,AI Guide,Spring 2019,withdrawal risk,True,Enrolled
INT0025577,STU031464,Financial Aid Counseling,Fall 2020,gateway course failure,False,Enrolled
INT0025578,STU031464,Peer Mentoring,Fall 2020,GPA drop,True,Enrolled
INT0025579,STU031466,AI Guide,Fall 2020,aid gap,True,Withdrew
INT0025580,STU031466,Peer Mentoring,Fall 2020,withdrawal risk,True,Withdrew
INT0025581,STU031468,Financial Aid Counseling,Spring 2021,aid gap,True,Withdrew
INT0025582,STU031470,Advising,Fall 2022,aid gap,True,Enrolled
INT0025583,STU031470,Advising,Fall 2021,gateway course failure,False,Enrolled
INT0025584,STU031471,Financial Aid Counseling,Fall 2022,gateway course failure,True,Withdrew
INT0025585,STU031475,Peer Mentoring,Fall 2024,GPA drop,True,Enrolled
INT0025586,STU031477,Financial Aid Counseling,Spring 2020,aid gap,False,Enrolled
INT0025587,STU031477,Peer Mentoring,Spring 2020,GPA drop,True,Enrolled
INT0025588,STU031477,AI Guide,Spring 2020,withdrawal risk,True,Enrolled
INT0025589,STU031480,Advising,Fall 2021,aid gap,True,Withdrew
INT0025590,STU031485,Peer Mentoring,Spring 2022,gateway course failure,True,Withdrew
INT0025591,STU031485,AI Guide,Fall 2022,GPA drop,True,Enrolled
INT0025592,STU031489,Peer Mentoring,Fall 2022,withdrawal risk,True,Withdrew
INT0025593,STU031494,AI Guide,Fall 2019,withdrawal risk,True,Enrolled
INT0025594,STU031494,Advising,Fall 2019,gateway course failure,True,Enrolled
INT0025595,STU031494,Peer Mentoring,Fall 2019,gateway course failure,True,Enrolled
INT0025596,STU031495,Tutoring,Spring 2019,GPA drop,True,Graduated
INT0025597,STU031496,Financial Aid Counseling,Fall 2019,GPA drop,True,Enrolled
INT0025598,STU031498,Financial Aid Counseling,Fall 2019,withdrawal risk,False,Withdrew
INT0025599,STU031501,Tutoring,Spring 2021,aid gap,True,Withdrew
INT0025600,STU031501,Financial Aid Counseling,Spring 2021,aid gap,True,Withdrew
INT0025601,STU031502,Tutoring,Fall 2022,withdrawal risk,True,Withdrew
INT0025602,STU031502,Tutoring,Fall 2021,aid gap,True,Enrolled
INT0025603,STU031502,Tutoring,Fall 2022,withdrawal risk,True,Withdrew
INT0025604,STU031509,Tutoring,Spring 2024,aid gap,True,Enrolled
INT0025605,STU031509,Tutoring,Fall 2022,withdrawal risk,True,Enrolled
INT0025606,STU031509,Peer Mentoring,Fall 2024,GPA drop,True,Enrolled
INT0025607,STU031515,AI Guide,Fall 2019,aid gap,True,Withdrew
INT0025608,STU031518,Advising,Fall 2020,GPA drop,False,Withdrew
INT0025609,STU031518,Financial Aid Counseling,Fall 2020,withdrawal risk,False,Withdrew
INT0025610,STU031518,Peer Mentoring,Spring 2020,gateway course failure,True,Withdrew
INT0025611,STU031522,Peer Mentoring,Fall 2019,gateway course failure,True,Enrolled
INT0025612,STU031522,AI Guide,Spring 2019,GPA drop,True,Enrolled
INT0025613,STU031522,Advising,Spring 2022,withdrawal risk,True,Graduated
INT0025614,STU031529,Advising,Fall 2020,gateway course failure,True,Enrolled
INT0025615,STU031529,Tutoring,Spring 2021,withdrawal risk,True,Enrolled
INT0025616,STU031535,Peer Mentoring,Fall 2019,GPA drop,True,Enrolled
